,Duration,Start station number,End station number,Bike number,Member type
28791,358,31600,31227,499,1
28792,521,31215,31100,212,0
28793,978,31602,31221,790,0
28794,557,31106,31214,873,1
28795,648,31110,31227,9,1
28796,490,31109,31227,292,1
28797,399,31010,31012,354,1
28798,1771,31613,31205,898,0
28799,859,31201,31205,627,1
28800,280,31201,31221,867,1
28801,769,31503,31218,945,1
28802,231,31011,31007,359,1
28803,1413,31602,31213,151,1
28804,386,31222,31219,886,1
28805,104,31224,31213,34,1
28806,650,31111,31200,513,1
28807,1259,31602,31224,868,1
28808,430,31604,31227,903,1
28809,291,31801,31802,802,1
28810,1018,31108,31213,905,1
28811,404,31010,31003,301,1
28812,549,31201,31219,61,1
28813,594,31110,31100,422,1
28814,431,31200,31203,830,1
28815,920,31105,31600,863,1
28816,482,31302,31226,681,0
28817,566,31609,31620,729,1
28818,765,31105,31600,754,1
28819,880,31202,31205,129,1
28820,882,31503,31110,475,1
28821,221,31205,31206,781,1
28822,1515,31205,31605,627,1
28823,897,31214,31106,873,1
28824,309,31214,31110,276,1
28825,1292,31205,31109,831,1
28826,1052,31101,31228,923,1
28827,6133,31235,31235,572,0
28828,2048,31212,31303,103,1
28829,1353,31112,31620,844,0
28830,2703,31225,31221,229,0
28831,1032,31204,31218,709,0
28832,246,31200,31213,924,1
28833,984,31204,31218,162,0
28834,1146,31200,31205,590,1
28835,632,31201,31216,618,1
28836,501,31205,31219,619,1
28837,538,31602,31203,636,1
28838,558,31010,31011,670,1
28839,553,31010,31011,773,1
28840,428,31202,31223,23,1
28841,320,31105,31104,685,0
28842,1051,31101,31620,769,1
28843,4171,31102,31301,608,0
28844,16743,31227,31600,882,0
28845,1099,31600,31212,556,1
28846,1394,31105,31218,524,1
28847,1089,31204,31620,786,0
28848,16556,31227,31600,164,0
28849,850,31103,31221,804,1
28850,1335,31609,31225,216,1
28851,378,31203,31200,778,1
28852,741,31611,31613,546,1
28853,25216,31203,31203,830,0
28854,25198,31203,31203,791,0
28855,2182,31600,31224,220,1
28856,190,31613,31608,866,1
28857,1565,31600,31218,128,0
28858,1456,31600,31218,664,0
28859,710,31100,31201,536,1
28860,11151,31200,31205,113,0
28861,10841,31200,31212,887,0
28862,713,31203,31228,326,1
28863,763,31106,31229,873,1
28864,766,31106,31229,522,1
28865,388,31302,31303,936,1
28866,411,31302,31303,516,1
28867,938,31106,31225,921,1
28868,476,31224,31223,665,0
28869,718,31227,31205,9,1
28870,933,31221,31225,229,0
28871,877,31103,31227,764,1
28872,1013,31101,31222,425,1
28873,1190,31201,31613,934,1
28874,1682,31009,31009,251,1
28875,452,31103,31200,369,1
28876,513,31201,31100,536,1
28877,767,31217,31218,711,0
28878,586,31220,31200,438,1
28879,1235,31620,31108,771,0
28880,668,31219,31217,951,1
28881,1174,31620,31108,653,0
28882,687,31226,31302,918,0
28883,1382,31400,31212,571,1
28884,575,31101,31111,56,1
28885,517,31301,31302,62,1
28886,6183,31212,31212,342,0
28887,6121,31212,31212,175,0
28888,354,31303,31302,936,1
28889,700,31103,31200,407,1
28890,677,31225,31200,929,0
28891,2261,31303,31303,95,0
28892,2255,31303,31303,191,0
28893,308,31009,31002,199,1
28894,567,31207,31223,315,1
28895,585,31216,31201,557,1
28896,948,31011,31006,814,1
28897,326,31103,31106,454,1
28898,749,31221,31228,799,1
28899,694,31604,31610,396,1
28900,549,31108,31108,771,0
28901,362,31012,31010,490,1
28902,507,31205,31200,740,1
28903,482,31108,31108,653,0
28904,5044,31103,31200,123,0
28905,881,31302,31106,62,1
28906,307,31002,31009,862,1
28907,304,31213,31200,924,1
28908,1384,31235,31220,572,0
28909,320,31101,31201,339,1
28910,294,31203,31213,849,1
28911,884,31213,31620,34,1
28912,135,31202,31101,453,1
28913,449,31108,31208,771,0
28914,279,31004,31006,101,0
28915,487,31103,31203,157,1
28916,2137,31605,31620,717,0
28917,155,31200,31214,513,1
28918,2230,31605,31620,489,0
28919,2074,31605,31620,627,0
28920,2054,31605,31620,424,0
28921,1539,31605,31604,223,0
28922,958,31104,31222,800,0
28923,289,31616,31603,89,1
28924,558,31205,31229,598,0
28925,1340,31217,31217,303,1
28926,476,31106,31103,944,1
28927,583,31201,31205,557,1
28928,377,31200,31200,778,0
28929,258,31009,31003,279,1
28930,6305,31106,31218,352,0
28931,393,31207,31111,517,1
28932,787,31205,31205,906,1
28933,1254,31100,31610,347,1
28934,737,31216,31229,353,1
28935,317,31006,31001,814,1
28936,1819,31215,31226,278,1
28937,567,31108,31208,653,1
28938,370,31208,31613,116,1
28939,871,31200,31620,369,0
28940,865,31200,31620,778,0
28941,246,31603,31616,743,1
28942,1375,31110,31620,475,1
28943,358,31214,31213,513,1
28944,960,31101,31603,109,1
28945,1026,31503,31200,583,1
28946,299,31201,31101,339,1
28947,636,31602,31109,333,1
28948,1539,31223,31201,766,0
28949,606,31212,31201,556,1
28950,198,31104,31106,719,1
28951,503,31201,31103,99,0
28952,1380,31217,31605,7,0
28953,1372,31217,31605,951,0
28954,848,31219,31217,112,1
28955,182,31103,31104,937,0
28956,915,31107,31200,317,1
28957,1264,31102,31620,600,1
28958,633,31213,31600,533,1
28959,701,31620,31108,785,1
28960,964,31101,31620,77,1
28961,741,31103,31212,647,1
28962,1125,31227,31227,949,0
28963,884,31103,31212,99,1
28964,362,31216,31201,416,1
28965,246,31229,31200,422,0
28966,172,31212,31224,172,1
28967,862,31111,31620,56,1
28968,453,31226,31215,84,1
28969,1444,31602,31620,609,1
28970,457,31001,31011,139,1
28971,388,31217,31219,88,1
28972,361,31213,31228,151,1
28973,791,31603,31600,89,1
28974,305,31006,31004,101,0
28975,417,31613,31208,116,1
28976,1459,31100,31603,672,1
28977,267,31203,31200,178,1
28978,295,31213,31214,513,1
28979,621,31603,31600,932,0
28980,381,31110,31202,276,1
28981,1105,31213,31107,849,1
28982,370,31003,31009,279,1
28983,141,31501,31501,320,1
28984,671,31209,31218,43,1
28985,4133,31203,31503,154,1
28986,244,31229,31110,598,1
28987,131,31202,31201,276,1
28988,415,31200,31205,178,0
28989,1323,31104,31218,272,0
28990,1186,31613,31613,546,1
28991,271,31214,31213,513,1
28992,584,31218,31208,162,1
28993,1546,31201,31200,416,1
28994,1508,31229,31216,212,1
28995,1121,31600,31610,754,1
28996,709,31603,31620,109,1
28997,402,31208,31108,653,1
28998,374,31613,31607,774,1
28999,755,31212,31103,122,1
29000,894,31228,31213,35,1
29001,761,31201,31107,556,1
29002,309,31110,31214,947,1
29003,593,31600,31603,89,1
29004,621,31101,31212,393,1
29005,331,31218,31228,896,1
29006,1636,31202,31202,183,0
29007,506,31600,31603,932,0
29008,173,31201,31202,276,1
29009,383,31205,31200,906,1
29010,707,31228,31213,145,1
29011,317,31214,31110,947,1
29012,441,31104,31200,937,1
29013,1512,31200,31110,407,1
29014,842,31607,31601,774,1
29015,286,31214,31110,226,1
29016,76,31200,31200,422,1
29017,1006,31107,31222,554,1
29018,450,31228,31218,799,1
29019,386,31110,31212,947,1
29020,1041,31218,31620,272,0
29021,1018,31206,31202,493,1
29022,902,31600,31100,584,1
29023,1144,31109,31205,501,1
29024,441,31218,31228,676,1
29025,383,31220,31205,572,0
29026,23096,31201,31212,900,0
29027,344,31620,31228,627,1
29028,23010,31201,31212,766,0
29029,397,31303,31303,451,1
29030,1020,31218,31204,487,0
29031,455,31101,31203,339,1
29032,948,31218,31204,711,0
29033,994,31214,31204,590,0
29034,779,31202,31205,183,0
29035,272,31110,31214,595,1
29036,538,31303,31300,103,1
29037,938,31505,31101,510,1
29038,910,31505,31101,383,1
29039,778,31214,31228,335,1
29040,377,31200,31229,740,1
29041,893,31224,31200,616,0
29042,1370,31205,31100,129,0
29043,1474,31104,31302,633,1
29044,230,31214,31201,930,1
29045,904,31218,31600,799,0
29046,869,31218,31600,352,0
29047,5202,31227,31216,949,0
29048,5173,31227,31216,292,0
29049,257,31200,31213,924,1
29050,6107,31201,31201,930,0
29051,1112,31602,31620,591,1
29052,219,31011,31013,139,1
29053,222,31011,31013,670,1
29054,732,31200,31206,583,1
29055,238,31204,31205,256,1
29056,418,31227,31221,79,1
29057,1054,31213,31213,513,1
29058,2754,31600,31217,531,0
29059,1302,31200,31222,616,0
29060,920,31302,31225,936,1
29061,1457,31100,31235,129,0
29062,2562,31600,31217,799,0
29063,294,31200,31201,929,1
29064,1294,31213,31218,440,1
29065,924,31620,31111,56,1
29066,216,31011,31007,909,1
29067,438,31228,31218,676,1
29068,796,31203,31204,157,1
29069,596,31400,31107,769,1
29070,226,31007,31011,359,0
29071,923,31600,31218,533,0
29072,970,31205,31110,572,0
29073,911,31600,31218,352,0
29074,602,31220,31203,734,1
29075,574,31208,31609,309,1
29076,662,31227,31214,649,1
29077,448,31223,31223,665,0
29078,222,31110,31214,226,1
29079,249,31107,31602,556,1
29080,1802,31235,31235,129,0
29081,1224,31600,31107,63,1
29082,804,31212,31201,175,0
29083,313,31201,31200,929,1
29084,775,31212,31201,342,0
29085,886,31013,31010,139,1
29086,931,31013,31010,670,1
29087,2864,31303,31212,191,1
29088,424,31102,31207,260,1
29089,2235,31222,31222,663,0
29090,668,31107,31203,849,1
29091,706,31110,31106,572,0
29092,333,31202,31101,493,1
29093,135,31003,31000,914,1
29094,629,31602,31201,737,1
29095,1204,31218,31221,676,1
29096,1278,31229,31228,740,1
29097,864,31212,31109,647,1
29098,1187,31221,31221,340,1
29099,212,31212,31100,57,1
29100,780,31218,31600,533,0
29101,228,31203,31213,339,0
29102,1062,31104,31227,685,1
29103,333,31222,31203,509,1
29104,540,31208,31218,162,1
29105,3180,31105,31112,729,0
29106,967,31220,31609,731,1
29107,1236,31109,31502,647,1
29108,594,31206,31214,583,1
29109,849,31203,31200,849,1
29110,258,31602,31400,556,1
29111,277,31401,31602,850,1
29112,1121,31302,31104,633,1
29113,814,31620,31101,109,1
29114,1268,31225,31302,682,1
29115,525,31200,31111,422,1
29116,658,31106,31200,719,0
29117,1723,31213,31229,408,1
29118,336,31221,31227,79,1
29119,4955,31106,31106,572,0
29120,205,31205,31212,501,1
29121,1211,31228,31208,848,1
29122,4106,31217,31218,834,0
29123,220,31206,31205,476,1
29124,1624,31110,31219,407,1
29125,1401,31301,31214,463,1
29126,1410,31609,31108,530,0
29127,3920,31217,31218,177,0
29128,2208,31006,31006,51,0
29129,2157,31006,31006,750,0
29130,747,31202,31205,276,1
29131,966,31604,31101,225,1
29132,242,31000,31004,118,0
29133,932,31200,31200,123,0
29134,254,31217,31218,589,1
29135,6751,31607,31607,762,0
29136,870,31220,31214,283,1
29137,981,31620,31607,600,1
29138,296,31213,31200,339,1
29139,596,31103,31201,122,1
29140,1864,31227,31227,764,0
29141,669,31616,31616,385,1
29142,1799,31227,31227,671,0
29143,2696,31222,31222,554,0
29144,482,31012,31002,933,1
29145,848,31220,31212,420,0
29146,938,31106,31400,477,1
29147,856,31100,31503,536,1
29148,208,31203,31221,734,1
29149,658,31207,31602,260,0
29150,943,31227,31227,79,1
29151,260,31012,31003,354,1
29152,607,31101,31104,225,1
29153,812,31220,31224,648,1
29154,980,31200,31225,416,0
29155,773,31107,31200,498,1
29156,1017,31221,31227,676,1
29157,1220,31620,31502,77,1
29158,1055,31203,31400,509,1
29159,603,31229,31505,408,1
29160,1409,31602,31205,384,1
29161,1511,31006,31205,840,1
29162,1464,31220,31214,86,1
29163,190,31214,31201,463,1
29164,381,31101,31202,885,1
29165,3425,31222,31222,87,0
29166,428,31208,31609,890,1
29167,238,31206,31100,741,1
29168,235,31206,31100,155,1
29169,9330,31620,31219,609,0
29170,994,31217,31613,112,1
29171,963,31200,31104,339,1
29172,284,31213,31214,715,1
29173,168,31002,31012,687,1
29174,278,31213,31201,577,1
29175,651,31216,31213,292,1
29176,685,31111,31602,422,1
29177,342,31202,31202,885,1
29178,1277,31609,31003,731,1
29179,1455,31609,31008,309,0
29180,1110,31235,31228,889,0
29181,8999,31620,31219,369,0
29182,981,31235,31228,129,0
29183,1119,31213,31603,513,1
29184,813,31218,31206,440,1
29185,600,31201,31229,737,1
29186,148,31007,31011,909,1
29187,222,31106,31104,454,1
29188,983,31221,31223,690,1
29189,258,31602,31401,850,1
29190,8032,31221,31108,867,0
29191,967,31501,31102,819,1
29192,565,31104,31107,739,1
29193,2273,31221,31607,173,1
29194,511,31224,31223,368,1
29195,195,31202,31101,885,1
29196,1347,31222,31200,554,0
29197,417,31302,31303,682,1
29198,449,31221,31110,734,1
29199,1070,31208,31609,116,1
29200,108,31103,31105,257,0
29201,205,31212,31205,99,1
29202,661,31229,31229,522,1
29203,4087,31200,31620,937,1
29204,384,31007,31007,658,1
29205,454,31103,31106,790,1
29206,195,31608,31613,331,1
29207,330,31218,31108,43,1
29208,215,31213,31212,35,1
29209,262,31208,31608,131,1
29210,748,31219,31616,407,1
29211,358,31200,31203,498,1
29212,2374,31225,31215,202,0
29213,3384,31605,31605,856,1
29214,1662,31604,31200,537,0
29215,875,31203,31103,636,1
29216,287,31229,31200,898,1
29217,946,31227,31203,903,0
29218,638,31400,31104,556,1
29219,609,31106,31105,572,0
29220,446,31105,31201,257,1
29221,1455,31604,31200,638,0
29222,1336,31000,31216,841,1
29223,1289,31000,31216,914,1
29224,1740,31219,31300,187,1
29225,575,31203,31110,498,0
29226,592,31228,31616,151,1
29227,1123,31236,31105,402,1
29228,452,31603,31611,89,0
29229,1328,31609,31007,890,1
29230,1870,31616,31401,400,1
29231,258,31007,31011,911,1
29232,540,31200,31229,849,1
29233,998,31213,31218,905,1
29234,262,31212,31224,887,1
29235,456,31101,31214,493,1
29236,273,31203,31222,437,1
29237,929,31206,31218,440,1
29238,253,31002,31008,199,1
29239,1376,31301,31205,752,1
29240,387,31218,31108,834,1
29241,1402,31604,31606,940,1
29242,211,31221,31203,76,1
29243,164,31011,31013,359,1
29244,979,31228,31605,497,1
29245,2726,31007,31007,184,0
29246,587,31227,31201,764,1
29247,835,31602,31207,792,0
29248,730,31100,31101,57,0
29249,776,31110,31105,734,1
29250,746,31200,31602,929,1
29251,1226,31235,31610,894,1
29252,211,31011,31007,909,1
29253,710,31204,31200,950,1
29254,807,31218,31208,524,0
29255,407,31213,31229,292,1
29256,385,31206,31213,640,1
29257,1272,31212,31503,851,1
29258,911,31100,31600,37,1
29259,923,31205,31228,113,1
29260,495,31603,31611,221,1
29261,1146,31007,31217,658,1
29262,796,31212,31103,420,1
29263,1179,31105,31202,572,0
29264,533,31208,31609,848,1
29265,464,31204,31222,222,0
29266,1060,31224,31302,662,1
29267,329,31203,31216,76,1
29268,381,31200,31201,719,1
29269,268,31213,31216,145,1
29270,1656,31218,31611,177,1
29271,1414,31502,31107,647,0
29272,421,31235,31215,197,1
29273,230,31213,31203,306,1
29274,570,31105,31216,402,1
29275,904,31100,31215,659,0
29276,1237,31221,31611,343,1
29277,486,31203,31105,903,1
29278,589,31212,31203,153,1
29279,1062,31226,31205,518,1
29280,551,31109,31201,333,1
29281,916,31108,31607,653,1
29282,1555,31208,31201,749,1
29283,291,31608,31613,45,1
29284,995,31609,31205,334,1
29285,439,31100,31225,908,1
29286,3449,31003,31003,301,0
29287,595,31110,31205,598,1
29288,1193,31609,31004,848,1
29289,317,31107,31104,63,1
29290,531,31613,31619,287,1
29291,298,31604,31228,126,1
29292,475,31212,31110,191,1
29293,1795,31221,31006,804,1
29294,499,31215,31213,852,1
29295,1409,31219,31208,645,1
29296,5150,31007,31007,909,0
29297,1654,31400,31218,776,1
29298,323,31101,31214,57,1
29299,491,31216,31203,76,1
29300,717,31611,31607,89,0
29301,730,31111,31107,56,1
29302,688,31108,31606,785,1
29303,686,31620,31611,107,1
29304,925,31200,31602,898,1
29305,673,31201,31200,764,1
29306,765,31205,31229,256,1
29307,704,31212,31101,947,1
29308,617,31227,31204,148,1
29309,1466,31604,31102,223,1
29310,2709,31223,31603,23,0
29311,861,31603,31620,258,1
29312,8031,31217,31111,907,0
29313,945,31224,31609,648,1
29314,8189,31217,31109,641,0
29315,360,31201,31200,175,1
29316,387,31007,31010,495,1
29317,1272,31219,31202,247,0
29318,670,31213,31111,924,1
29319,394,31203,31228,306,1
29320,674,31226,31200,379,1
29321,2804,31603,31105,513,1
29322,1627,31601,31212,774,1
29323,1098,31603,31400,59,1
29324,447,31003,31010,106,1
29325,1125,31219,31202,886,0
29326,969,31235,31108,838,1
29327,983,31219,31105,619,1
29328,780,31222,31203,87,0
29329,996,31227,31104,499,1
29330,658,31228,31201,326,1
29331,1411,31217,31619,860,1
29332,925,31620,31605,367,1
29333,864,31221,31105,340,0
29334,686,31222,31203,425,0
29335,553,31213,31204,640,1
29336,756,31108,31620,43,1
29337,932,31200,31228,554,1
29338,174,31214,31229,649,1
29339,564,31213,31216,852,1
29340,1364,31101,31225,510,1
29341,964,31235,31212,553,1
29342,245,31214,31201,226,1
29343,2027,31213,31619,511,1
29344,585,31110,31104,191,1
29345,244,31214,31201,715,1
29346,237,31001,31004,814,1
29347,383,31101,31203,947,1
29348,603,31602,31111,784,1
29349,1349,31212,31503,35,1
29350,929,31222,31605,222,1
29351,743,31100,31110,310,1
29352,311,31400,31602,489,1
29353,1192,31221,31102,508,0
29354,622,31200,31223,764,1
29355,750,31106,31400,227,1
29356,621,31202,31205,572,1
29357,774,31100,31203,899,1
29358,286,31206,31100,592,1
29359,1188,31604,31102,308,1
29360,906,31620,31607,720,1
29361,375,31103,31106,420,1
29362,383,31007,31010,890,1
29363,1255,31100,31606,584,1
29364,1024,31616,31227,407,1
29365,637,31229,31503,522,1
29366,380,31602,31101,489,1
29367,804,31200,31202,638,0
29368,170,31011,31007,773,1
29369,656,31204,31200,587,1
29370,1003,31212,31105,501,1
29371,575,31604,31223,246,1
29372,361,31200,31202,175,1
29373,178,31202,31214,336,1
29374,314,31215,31205,642,1
29375,657,31200,31107,238,1
29376,606,31110,31213,498,1
29377,1202,31204,31221,148,0
29378,480,31205,31214,194,1
29379,284,31214,31203,493,1
29380,1083,31204,31221,456,0
29381,379,31613,31619,331,1
29382,297,31602,31107,929,1
29383,939,31203,31107,425,1
29384,500,31003,31012,731,0
29385,585,31227,31213,479,1
29386,249,31100,31212,394,1
29387,1617,31607,31611,600,0
29388,941,31204,31221,711,0
29389,648,31205,31203,557,1
29390,471,31214,31103,583,1
29391,694,31106,31103,790,1
29392,856,31620,31200,937,1
29393,155,31104,31106,633,1
29394,586,31104,31100,556,1
29395,989,31102,31200,753,1
29396,853,31100,31104,592,1
29397,489,31111,31207,684,1
29398,1071,31217,31213,65,0
29399,581,31108,31605,530,1
29400,1152,31603,31229,430,1
29401,901,31211,31228,837,1
29402,1109,31204,31213,157,0
29403,666,31100,31110,741,1
29404,438,31227,31600,377,1
29405,544,31218,31208,440,1
29406,1219,31228,31208,768,1
29407,2300,31204,31204,640,0
29408,328,31606,31619,726,1
29409,801,31214,31207,336,1
29410,1771,31110,31611,744,1
29411,265,31101,31229,6,1
29412,816,31226,31229,706,1
29413,681,31223,31229,764,0
29414,476,31206,31224,781,1
29415,1240,31217,31101,658,1
29416,207,31205,31212,178,1
29417,979,31109,31200,149,1
29418,592,31301,31302,918,1
29419,272,31007,31011,184,1
29420,680,31101,31106,109,1
29421,283,31009,31007,875,1
29422,666,31216,31105,212,1
29423,1244,31603,31105,672,1
29424,3610,31200,31200,537,0
29425,1207,31228,31400,126,1
29426,896,31110,31102,679,1
29427,557,31110,31109,310,1
29428,234,31205,31221,752,0
29429,214,31401,31602,414,1
29430,739,31216,31105,852,1
29431,383,31011,31010,911,1
29432,300,31227,31203,79,1
29433,573,31200,31106,192,1
29434,474,31600,31616,377,0
29435,1142,31206,31503,825,1
29436,588,31225,31110,908,1
29437,792,31227,31102,676,1
29438,763,31203,31205,87,0
29439,589,31205,31214,276,1
29440,386,31205,31200,642,1
29441,569,31218,31108,412,1
29442,280,31619,31611,452,1
29443,1071,31213,31619,479,1
29444,511,31228,31223,627,1
29445,153,31101,31202,885,1
29446,321,31107,31104,196,1
29447,1573,31213,31101,498,1
29448,457,31012,31010,842,1
29449,168,31224,31213,887,1
29450,1023,31300,31104,187,1
29451,1585,31215,31006,345,1
29452,1325,31204,31104,794,1
29453,621,31616,31605,385,1
29454,1265,31620,31215,43,1
29455,470,31200,31203,317,1
29456,929,31604,31110,291,1
29457,437,31007,31010,875,1
29458,403,31220,31224,94,1
29459,562,31227,31200,133,1
29460,528,31212,31222,906,1
29461,1010,31212,31104,394,1
29462,63,31302,31302,662,1
29463,739,31402,31102,847,1
29464,597,31100,31200,556,1
29465,146,31103,31104,790,1
29466,407,31007,31010,747,1
29467,520,31225,31224,921,1
29468,1537,31205,31602,288,1
29469,806,31201,31600,226,0
29470,720,31101,31200,364,1
29471,668,31201,31503,326,1
29472,1220,31229,31620,649,1
29473,1130,31220,31606,601,1
29474,1523,31505,31228,408,1
29475,843,31204,31104,590,1
